id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
122924,0.291458,6000000.0,89220658.32474227,One in the Chamber,Dolph Lundgren|Cuba Gooding Jr.|Leo Gregory|Billy Murray|Claudia Bassols,William Kaufman,bullet,91.0,Action|Thriller,Motion Picture Corporation of America|Mediapro Studios|Throttle Films,8/21/12,19,3.9,2012
127370,0.29082,30739432.899226304,1697294.0,Song for Marion,Terence Stamp|Vanessa Redgrave|Gemma Arterton|Christopher Eccleston|Anne Reid,Paul Andrew Williams,musical|cancer,93.0,Music|Comedy|Romance|Drama,Egoli Tossell Film AG|Steel Mill Pictures|Coolmore Productions,9/15/12,44,6.5,2012
84287,0.288849,30739432.899226304,89220658.32474227,The Imposter,FrÃ©dÃ©ric Bourdin|Adam O'Brian|Anna Ruben|Cathy Dresbach|Alan Teichman,Bart Layton,biography|fake identity,95.0,Documentary|Drama,A&E IndieFilms|Film4|Protagonist Pictures|Randy Murray Productions|24 Seven Productions,7/13/12,154,7.3,2012
114958,0.287294,30739432.899226304,89220658.32474227,Storage 24,Noel Clarke|Colin O'Donoghue|Antonia Campbell-Hughes|Ned Dennehy|Laura Haddock,Johannes Roberts,lockdown|toy dog|locked in|lost relationship|cargo plane,87.0,Horror|Science Fiction,Unstoppable Entertainment|Medient Studios|Big Yellow Films,6/29/12,26,3.6,2012
141423,0.283371,30739432.899226304,89220658.32474227,The Legend of Mor'du,Julie Walters|Steve Purcell|Callum O'Neil,Brian Larsen,transformation|pixar animated short,6.0,Animation|Family,Pixar Animation Studios,1/1/12,10,5.7,2012
124075,0.222923,30739432.899226304,89220658.32474227,More Than Honey,Fred Jaggi|Randolf Menzel|John Miller|Liane Singer|Heidrun Singer,Markus Imhoof,beehive|agriculture|nature|pesticide|bee,90.0,Documentary,Allegro Films|Ormenis Film|Thelma Film AG|Zero One Film,8/10/12,28,6.7,2012
87440,0.267406,30739432.899226304,22930.0,Struck by Lightning,Dermot Mulroney|Sarah Hyland|Chris Colfer|Allison Janney|Christina Hendricks,Brian Dannelly,lightning|blackmail|grandmother grandson relationship|high school|electrocution,90.0,Comedy|Drama,Permut Presentations|Camellia Entertainment|Evil Media Empire|Inphenate,4/20/12,58,6.0,2012
138376,0.266186,30739432.899226304,5750.0,A Dark Truth,Andy GarcÃ­a|Kim Coates|Deborah Kara Unger|Eva Longoria|Forest Whitaker,Damian Lee,corruption|water purification|epiphany|ecuador|natural resources,106.0,Action|Thriller,Vortex Words Pictures,11/29/12,21,5.6,2012
86703,0.265119,30739432.899226304,89220658.32474227,2-Headed Shark Attack,Carmen Electra|Charlie O'Connell|Brooke Hogan|Gerald Webb|David Gallegos,Christopher Ray,monster|shark|animal attack,90.0,Horror|Action|Thriller|Science Fiction,The Asylum,1/17/12,24,3.4,2012
121831,0.474678,30739432.899226304,89220658.32474227,"Love, Marilyn",Elizabeth Banks|Lindsay Lohan|Evan Rachel Wood|Uma Thurman|Ben Foster,Liz Garbus,woman director,105.0,Documentary,StudioCanal|Diamond Girl Productions|Sol's Luncheonette,9/12/12,11,6.2,2012
138038,0.262531,30739432.899226304,89220658.32474227,Girl vs. Monster,Olivia Holt|Brendan Meyer|Kerris Dorsey|Katherine McNamara|Tracy Dawson,Stuart Gillard,monster|halloween|teen movie|teenager|fighting supernatural,89.0,Comedy|Family|Science Fiction,"Bad Angels Productions, Ltd.",10/12/12,28,5.0,2012
121873,0.136043,30739432.899226304,717205.0,Hannah Arendt,Barbara Sukowa|Axel Milberg|Janet McTeer|Julia Jentsch|Nicholas Woodeson,Margarethe von Trotta,holocaust|jew|nazis|jerusalem|magazine,113.0,Drama,MACT Productions|Heimatfilm GbR|Les Productions de l'Amour Fou,9/11/12,48,6.8,2012
71679,0.260624,65000000.0,240159255.0,Resident Evil: Retribution,Milla Jovovich|Sienna Guillory|Michelle Rodriguez|Aryana Engineer|Li Bingbing,Paul W.S. Anderson,mutant|dystopia|sequel|conspiracy|tokyo japan,95.0,Action|Horror|Science Fiction,Davis-Films,9/12/12,1152,5.6,2012
119685,0.258942,30739432.899226304,89220658.32474227,Mass Effect: Paragon Lost,Laura Bailey|Bruce Carey|Justin Cook|Jason Douglas,Atsushi Takeuchi,alien|animation|science fiction,84.0,Animation|Action|Science Fiction,FUNimation Entertainment|EA International|Bioware,12/28/12,10,6.6,2012
46429,0.255948,17000000.0,89220658.32474227,Gallowwalkers,Wesley Snipes|Riley Smith|Tanit Phoenix|Simona Brhlikova|Steven Elder,Andrew Goth,nun|hair|zombies|skin|gunman,90.0,Action|Horror|Western,Boundless Pictures,10/27/12,102,4.2,2012
126277,0.255854,30739432.899226304,89220658.32474227,American Mary,Katharine Isabelle|Julia Maxwell|Antonio Cupo|Tristan Risk|Paula Lindberg,Jen Soska|Sylvia Soska,amputation|plastic surgery|gore|student|torture,98.0,Horror|Thriller,Evolution Pictures|Twisted Twins Productions|430 Productions|IndustryWorks Pictures,5/31/12,100,5.9,2012
135921,0.255341,30739432.899226304,89220658.32474227,Everything or Nothing: The Untold Story of 007,Daniel Craig|Pierce Brosnan|Timothy Dalton|Roger Moore|George Lazenby,Stevan Riley,james bond,98.0,Documentary,Passion Pictures|Red Box Films,10/5/12,13,6.8,2012
119478,0.253871,30739432.899226304,89220658.32474227,Devil Seed,Vanessa Broze|Michelle Argyris|Shantelle Canzanese|Michael G. Wilmot,Greg A. Sager,fortune teller|demonic possession,93.0,Horror,Player Entertainment Group|Matchbox Pictures Inc.,5/16/12,15,5.0,2012
76589,0.250992,30739432.899226304,89220658.32474227,Justice League: Doom,Nathan Fillion|Olivia d'Abo|Claudia Black|Michael Rosenbaum|Tim Daly,Lauren Montgomery,dc comics|superhero team|super powers|woman director,77.0,Action|Animation|Thriller,DC Comics|Warner Bros. Animation,2/28/12,109,7.1,2012
109391,0.249026,30739432.899226304,89220658.32474227,The We and the I,Michael Brodie|Teresa Lynn|Laidychen Carrasco|Raymond Delgado|Jonathan Ortiz,Michel Gondry,musical,103.0,Drama|Science Fiction,Partizan|Jouror Productions,9/12/12,18,5.3,2012
109843,0.246129,170000.0,89220658.32474227,Ill Manors,Riz Ahmed|Ed Skrein|Natalie Press|Anouska Mond|Lee Allen,Ben Drew,gang|united kingdom,121.0,Crime|Drama,BBC Films|Gunslinger|Film London|Microwave Film|Aimimage Productions,6/6/12,26,5.9,2012
98369,0.242816,1250000.0,89220658.32474227,Blue Like Jazz,Marshall Allman|Claire Holt|Tania Raymonde|Justin Welborn|Eric Lange,Steve Taylor,book store,106.0,Drama|Comedy,Ruckus Films,4/13/12,15,6.5,2012
84342,0.235271,30739432.899226304,288312.0,Something from Nothing: The Art of Rap,Ice-T|Dr. Dre|Ice Cube|Snoop Dogg|Eminem,Ice-T|Andy Baybutt,rap|rap music,106.0,Documentary,Vivendi Entertainment,6/15/12,20,6.5,2012
141528,0.235178,30739432.899226304,89220658.32474227,Time Travel Mater,Larry the Cable Guy|Keith Ferguson|John Michael Higgins|Katherine Helmond,Rob Gibbs,time travel|pixar animated short|animation|car|talking car,7.0,Adventure|Animation|Comedy|Family|Fantasy,Pixar Animation Studios,6/12/12,19,6.0,2012
133764,0.234982,30739432.899226304,89220658.32474227,Aurora,Jurga Jutaite|Marius Jampolskis|Brice Fournier|Å arÅ«nas Bartas|Arnoldas Eisimantas,Kristina Buozyte,experiment|woman director,120.0,Science Fiction|Romance,Eurimages|Acajou Films|Tremora|Media Programme of the European Community|Lietuvos Respublikos kulturos ministerija,6/29/12,11,5.6,2012
135309,0.233634,30739432.899226304,89220658.32474227,Lake Placid: The Final Chapter,Yancy Butler|Robert Englund|Daniel Black|Elisabeth RÃ¶hm|Caroline Ford,Don Michael Paul,horror,86.0,Horror|Science Fiction,Unified Film Organization (UFO),9/29/12,20,4.1,2012
148265,0.167892,5990000.0,19450000.0,Eega,Sudeep|Nani|Samantha Ruth Prabhu|Devadarshini|Thagubothu Ramesh,S.S. Rajamouli,reincarnation|afterlife,145.0,Science Fiction|Romance,Varahi Chalana Chitram|Suresh Productions,6/6/12,19,6.6,2012
136793,0.227639,30739432.899226304,89220658.32474227,Dino Time,Rob Schneider|Melanie Griffith|William Baldwin|Jane Lynch|Pamela Adlon,Yoon-suk Choi|John Kafka,time travel|dinosaur,85.0,Animation|Adventure|Comedy|Family,Myriad Pictures|CJ Entertainment|Toiion,12/7/12,10,5.0,2012
96973,0.226474,30739432.899226304,89220658.32474227,Jesus Henry Christ,Michael Sheen|Toni Collette|Jason Spevack|Samantha Weinstein|Melyssa Ade,Dennis Lee,feminist|note|missing father,92.0,Comedy|Family,Red Om Films|Reliance BIG Entertainment|Hopscotch Pictures,5/4/12,18,6.2,2012
80215,0.224198,30739432.899226304,89220658.32474227,Indie Game: The Movie,Jonathan Blow|Phil Fish|Edmund McMillen|Tommy Refenes,Lisanne Pajot|James Swirsky,games|woman director|programmers|coding,96.0,Documentary,BlinkWorks Media,5/18/12,153,7.3,2012
72890,0.221973,30739432.899226304,89220658.32474227,Girl Most Likely,Kristen Wiig|Annette Bening|Matt Dillon|Darren Criss|Christopher Fitzgerald,Shari Springer Berman|Robert Pulcini,woman director,103.0,Comedy,10th Hole Productions|Anonymous Content|Ambush Entertainment|Maven Pictures|Foggy Bottom Pictures,9/7/12,63,5.7,2012
128876,0.22017,30739432.899226304,89220658.32474227,Tower Block,Sheridan Smith|Jack O'Connell|Julie Graham|Ralph Brown|Jill Baker,Ronnie Thompson|James Nunn,sniper|tower block,90.0,Thriller,Creativity Media,9/19/12,24,5.3,2012
110397,0.218643,30739432.899226304,89220658.32474227,Main dans la main,ValÃ©rie Lemercier|JÃ©rÃ©mie ElkaÃ¯m|BÃ©atrice de StaÃ«l|ValÃ©rie Donzelli|SÃ©bastien NoirÃ©,ValÃ©rie Donzelli,woman director,81.0,Comedy|Drama,SCOPE Invest|Scope Pictures|Cofinova 8,12/17/12,11,5.3,2012
101519,0.218605,30739432.899226304,89220658.32474227,A Fantastic Fear of Everything,Simon Pegg|Paul Freeman|Clare Higgins|Amara Karan|Alan Drake,Crispian Mills|Chris Hopewell,paranoia,100.0,Comedy|Thriller,Indomina Productions|Keel Films|Pinewood Studios,6/7/12,55,5.6,2012
123362,0.153962,30739432.899226304,89220658.32474227,Insensibles,Ã€lex BrendemÃ¼hl|TÃ³mas Lemarquis|Derek de Lint|Irene MontalÃ |FÃ©lix GÃ³mez,Juan Carlos Medina,asylum|pain|children|neurosurgeon|spanish,105.0,Horror|Mystery|Fantasy|Thriller,Ibermedia|Eurimages|Canal+|Cofimage|Generalitat de Catalunya - Institut CatalÃ  de les IndÃºstries Culturals (ICIC),10/9/12,39,5.9,2012
72334,0.216962,30739432.899226304,89220658.32474227,Chimpanzee,Tim Allen,Alastair Fothergill|Mark Linfield,wilderness|wildlife|animal in title|one word title|wild animal,78.0,Documentary,Disneynature,4/20/12,36,6.4,2012
128241,0.2195,30739432.899226304,89220658.32474227,The Rise,Luke Treadaway|Timothy Spall|Matthew Lewis|Iwan Rheon|Neil Maskell,Rowan Athale,revenge|heist|theft,106.0,Thriller|Drama|Crime,Mischief Films,9/9/12,12,6.0,2012
84333,0.214194,30739432.899226304,89220658.32474227,Save the Date,Lizzy Caplan|Alison Brie|Martin Starr|Mark Webber|Geoffrey Arend,Michael Mohan,ex-boyfriend|ex-girlfriend|girlfriend|sister|wedding,98.0,Drama|Romance|Comedy,Instinctive Film|Gilbert Films|Enumerated Pictures,1/1/12,34,6.2,2012
92000,0.212307,10000000.0,89220658.32474227,Columbus Circle,Selma Blair|Jason Lee|Amy Smart|Giovanni Ribisi|Kevin Pollak,George Gallo,crime,82.0,Crime|Drama|Mystery|Thriller,Blue Star Pictures|Oxymoron Entertainment|G4 Pictures,3/5/12,39,5.9,2012
82485,0.279398999999999,5000000.0,89220658.32474227,Transit,Diora Baird|James Frain|Harold Perrineau|Elisabeth RÃ¶hm|Sterling Knight,Antonio Negret,car chase,88.0,Drama|Action|Thriller|Crime,Dark Castle Entertainment|After Dark Films|Autonomous Films|Signature Entertainment|Bettis Productions Limited,1/2/12,42,5.7,2012
89237,0.210157,30739432.899226304,89220658.32474227,Electrick Children,Julia Garner|Rory Culkin|Liam Aiken|Bill Sage|Cynthia Watros,Rebecca Thomas,woman director,96.0,Drama,Live Wire Films,2/10/12,33,6.6,2012
121598,0.209137,30739432.899226304,884100.0,Midnight's Children,Satya Bhabha|Shahana Goswami|Shabana Azmi|Rajat Kapoor|Siddharth,Deepa Mehta,woman director,148.0,Drama,Relativity Media,10/26/12,11,5.0,2012
84204,0.206422,30739432.899226304,89220658.32474227,Grabbers,Richard Coyle|Ruth Bradley|Russell Tovey|Bronagh Gallagher|David Pearse,Jon Wright,monster|ireland|drunk|beheaded,94.0,Science Fiction|Comedy|Thriller|Horror,Irish Film Board|Samson Films|Forward Films|High Treason Productions|Nvizible,8/10/12,63,5.6,2012
139933,0.206106,30739432.899226304,14752.0,Kiss of the Damned,JosÃ©phine de la Baume|Milo Ventimiglia|Roxane Mesquida|Michael Rapaport|Riley Keough,Xan Cassavetes,vampire|sibling rivalry|female vampire|woman director,95.0,Thriller|Horror|Romance,Venture Forth|Verisimilitude|Bersin Pictures|Deerjen Films,11/7/12,23,4.6,2012
103269,0.20482,3500000.0,89220658.32474227,Superman vs. The Elite,Pauley Perrette|George Newbern|Robin Atkin Downes|David Kaufman|Dee Bradley Baker,Michael Chang,england|dc comics|superhero|superhuman|superhero team,76.0,Animation|Action,DC Comics|Warner Bros. Animation|Warner Premiere,6/12/12,50,6.3,2012
78571,0.204794,30739432.899226304,540152.0,Being Flynn,Robert De Niro|Julianne Moore|Paul Dano|Olivia Thirlby|Eddie Rouse,Paul Weitz,homeless|lice,102.0,Drama,Depth of Field|Tribeca Productions|Focus Features|Corduroy Films,3/2/12,40,5.3,2012
84185,0.204304,30739432.899226304,1328467.0,Chasing Ice,James Balog|Svavar Jonatansson|Adam LeWinter|Louie Psihoyos|Kitty Boone,Jeff Orlowski,climate change|global warming|glacier|global climate change|field research,74.0,Documentary,Diamond Docs|Exposure,10/1/12,43,7.7,2012
121597,0.194384,30739432.899226304,89220658.32474227,Comedown,Adam Deacon|Sophie Stuckey|Jessica Barden|Geoff Bell|Jacob Anderson,Menhaj Huda,psychopath|teenager|council estate,90.0,Horror|Thriller,Phoenix Wiley|Serotonin Films,8/23/12,10,5.0,2012
146631,0.194081,2500000.0,89220658.32474227,Alien Uprising,Bianca Bree|Sean Brosnan|Simon Phillips|Jean-Claude Van Damme|Peter Barrett,Dominic Burns,impostor|alien invasion|military|partying,101.0,Action|Adventure|Science Fiction,Hawthorn Productions|Hawthorne Productions,12/14/12,30,3.0,2012
162145,0.119504,30739432.899226304,89220658.32474227,The Liability,Tim Roth|Talulah Riley|Jack O'Connell|Kierston Wareing|Peter Mullan,Craig Viveiros,thriller|road movie,95.0,Thriller|Comedy|Crime,Corona Pictures|Starchild Pictures,11/24/12,48,5.4,2012
88036,0.308684,14000000.0,24637469.0,Sparkle,Whitney Houston|Cee Lo Green|Derek Luke|Mike Epps|Carmen Ejogo,Salim Akil,soong sisters|duringcreditsstinger,116.0,Drama|Music,TriStar Pictures|Phoenix Pictures|Stage 6 Films|Akil Production Company,8/17/12,21,5.9,2012
103747,0.191233,30739432.899226304,7034007.0,The Angels' Share,Paul Brannigan|Siobhan Reilly|John Henshaw|Gary Maitland|William Ruane,Ken Loach,scotland|whiskey|community service,101.0,Drama|Comedy,Wild Bunch|Les Films Du Fleuve|British Film Institute (BFI)|Entertainment One|Sixteen Films,6/1/12,78,6.9,2012
102222,0.188856,5000000.0,89220658.32474227,The Philly Kid,Devon Sawa|Wes Chatham|Sarah Butler|Neal McDonough|Lucky Johnson,Jason Connery,fight|sport|mixed martial arts|kickboxing,94.0,Drama|Action,Signature Pictures|After Dark Films|Autonomous Films|Fourth Floor Productions,5/11/12,11,4.9,2012
127913,0.186437,3000000.0,89220658.32474227,DjÃºpiÃ°,Ã“lafur Darri Ã“lafsson|JÃ³hann G. JÃ³hannsson|Thora Bjorg Helga|TheodÃ³r JÃºlÃ­usson|MarÃ­a SigurÃ°ardÃ³ttir,Baltasar KormÃ¡kur,drowning|shipwreck|fisherman|iceland|based on true story,95.0,Drama,Blueeyes Productions|Filmhuset Produksjoner,9/7/12,10,6.2,2012
80304,0.525783,30739432.899226304,89220658.32474227,Casa De Mi Padre,Will Ferrell|Gael GarcÃ­a Bernal|GÃ©nesis RodrÃ­guez|Diego Luna|Efren Ramirez,Matt Piedmont,mexico|organized crime|location in title|drug lord|padre,84.0,Comedy|Western,NALA Films|Gary Sanchez Productions|Lions Gate,3/15/12,50,5.4,2012
139715,0.181137,500000.0,89220658.32474227,Detention of the Dead,Jacob Zachar|Alexa Nikolas|Christa Brittany  Allen|Jayson Blair|Justin Chon,Alex Craig Mann,high school|independent film|bloody violence|zombies,87.0,Comedy|Horror,Gala Film,4/27/12,12,4.0,2012
122088,0.18021,30739432.899226304,1775316.0,Lemale et ha'halal,Hadas Yaron|Renana Raz|Yiftach Klein|Irit Sheleg|Razia Israeli,Rama Burshtein,tradition|rabbi|jewish|widower|woman director,90.0,Drama,Norma Productions|Avi Chai fund|Israel Film Fund|Reshet Broadcasting|Sundance,7/1/12,19,6.1,2012
139777,0.17924,30739432.899226304,89220658.32474227,World Without End,Ben Chaplin|Charlotte Riley|Cynthia Nixon|Carlo Rota|Rupert Evans,Michael Caton-Jones,hundred years' war|tv mini-series,389.0,Drama|History|Romance,Scott Free Productions|Tandem Communications|Galafilm Productions|Take 5 Productions,1/1/12,10,6.1,2012
139455,0.177132999999999,30739432.899226304,14567.0,Silent Night,Jaime King|Malcolm McDowell|Brendan Fehr|Lisa Marie|Ellen Wong,Steven C. Miller,holiday horror|christmas horror,99.0,Comedy|Horror|Thriller|Mystery,Buffalo Gal Pictures|Ember Productions|The Genre Co.,11/30/12,38,4.7,2012
118628,0.070285,2840000.0,11620000.0,English Vinglish,Sridevi Kapoor|Priya Anand|Mehdi Nebbou|Adil Hussain|Ajith Kumar,Gauri Shinde,classroom|housewife|speech|foreign language|wedding,133.0,Drama,Eros International,9/14/12,42,7.1,2012
113294,0.173804,30739432.899226304,89220658.32474227,Fast Girls,Noel Clarke|Bradley James|Lily James|Lenora Crichlow|Rupert Graves,Regan Hall,sport,91.0,Drama,DJ Films|Aegis Film Fund|Ealing Metro International,6/15/12,11,4.5,2012
84334,0.173477,30739432.899226304,89220658.32474227,Searching for Sugar Man,Dennis Coffey|Rodriguez|Stephen Segerman|Mike Theodore|Malik Bendjelloul,Malik Bendjelloul,1970s|mayor|south africa|musician|icon,85.0,Documentary|Music,Passion Pictures|Red Box Films|Canfield Pictures,6/30/12,190,7.9,2012
97632,0.173158999999999,30739432.899226304,89220658.32474227,American Warships,Mario Van Peebles|Carl Weathers|Johanna Watts|Nikki McCauley|Devin McGee,Thunder Levin,battleship,90.0,Action|Thriller|Science Fiction,The Asylum,5/15/12,22,2.4,2012
168027,0.252098,30739432.899226304,89220658.32474227,Freaky Deaky,Christian Slater|Michael Jai White|Crispin Glover|Billy Burke|Breanne Racano,Charles Matthau,bomb squad|ex-fugitive|freaky,90.0,Comedy,Final Cut Productions|The Matthau Company,4/22/12,10,4.8,2012
140174,0.169276,30739432.899226304,89220658.32474227,Rise of the Zombies,Danny Trejo|Mariel Hemingway|LeVar Burton|Ethan Suplee|Chad Lindberg,Nick Lyon,san francisco|alcatraz|zombies|vaccine|tv movie,90.0,Action|Horror|Thriller,"Asylum, The",10/27/12,13,3.1,2012
94973,0.14562,30739432.899226304,89220658.32474227,"Il Ã©tait une fois, une fois",FranÃ§ois-Xavier Demaison|Jean-Luc Couchard|Charlie Dupont|Abdelhafid Metalsi|Anne Marivin,Christian Merret-Palmair ,belgium,95.0,Comedy,UGC|TF1 Films Production|TF1 Droits Audiovisuels|Few|Scope Pictures,2/14/12,10,4.6,2012
138941,0.159747,8000.0,89220658.32474227,Found,Gavin Brown|Ethan Philbeck|Phyllis Munro|Louie Lawless|Alex Kogin,Scott Schirmer,serial killer|series of murders|violence|gas mask|masculinity,105.0,Thriller|Horror|Drama,The October People|Forbidden Films,3/30/12,16,6.6,2012
128270,0.158309999999999,20000000.0,610792.0,Not Fade Away,Bella Heathcote|Jack Huston|Dominique McElligott|Brad Garrett|Christopher McDonald,David Chase,new jersey|rock band|country club,112.0,Drama,Paramount Vantage,12/21/12,14,5.4,2012
105526,0.154043,30739432.899226304,89220658.32474227,Any Day Now,Alan Cumming|Garret Dillahunt|Isaac Leyva|Frances Fisher|Gregg Henry,Travis Fine,california|drag queen|homophobia|1970s|adoption,97.0,Drama,PFM Pictures,12/14/12,12,5.7,2012
89325,0.153301,30739432.899226304,89220658.32474227,Darling Companion,Diane Keaton|Kevin Kline|Sam Shepard|Dianne Wiest|Richard Jenkins,Lawrence Kasdan,aftercreditsstinger,103.0,Drama|Romance,Kasdan Pictures|Werc Werk Works,4/20/12,12,5.2,2012
167956,0.152713,30739432.899226304,89220658.32474227,Fist of Jesus,Marc Velasco|NoÃ© Blancafort|Salvador LlÃ³s|Victoria RoldÃ¡n|Roger Sotera,AdriÃ¡n Cardona|David MuÃ±oz,gore,15.0,Action|Comedy|Horror,Eskoria Films,6/5/12,11,7.5,2012
118737,0.359021999999999,30739432.899226304,89220658.32474227,Interview with a Hitman,Luke Goss|Caroline Tillette|Stephen Marcus|Danny Midwinter,Perry Bhandal,hitman|united kingdom|romania|mob connections,95.0,Action|Thriller,Scanner-Rhodes Productions|Kirlian Pictures|Northstar Ventures|Northern Film and Media,7/20/12,35,4.7,2012
149786,0.144769,30739432.899226304,89220658.32474227,Christmas with Holly,Catherine BÃ©rubÃ©|Wade Carroll|Sean Faris|Fiona Forsythe|Cynthia Galant,Allan Arkush,death in family|christmas,90.0,Drama|Family,Hallmark Hall of Fame Productions,12/9/12,16,5.7,2012
133441,0.144297,30739432.899226304,89220658.32474227,The Summit,Christine Barnes|Hoselito Bite|Marco Confortola,Nick Ryan,climbing|k2|mountaineering|himalayas|karakoram,95.0,Adventure|Documentary,image now films,10/12/12,15,6.9,2012
105531,0.143351,30739432.899226304,89220658.32474227,Jack & Diane,Juno Temple|Riley Keough|Kylie Minogue|Cara Seymour|Lou Taylor Pucci,Bradley Rust Gray,lesbian|werewolf|lesbianism|girl on girl|sapphism,110.0,Drama|Horror|Romance,RCR Media Group,11/2/12,13,4.4,2012
97690,0.141961999999999,30739432.899226304,89220658.32474227,We Are Legion: The Story of the Hacktivists,Anon2World|Anonyops|Julian Assange|Aaron Barr|Barrett Brown,Brian Knappenberger,hacker|cyber|hacking|anonymous|anti-capitalism,93.0,Documentary,Luminant Media,1/20/12,45,6.7,2012
116227,0.142769,30739432.899226304,89220658.32474227,í•˜ìš¸ë§,Lee Na-young|Lee Sung-min|Kang-ho Song|Shin Jung-Keun,Yoo Ha,howling|í•˜ìš¸ë§,114.0,Thriller|Mystery|Foreign,CJ Entertainment,2/16/12,18,5.8,2012
127918,0.140904,30739432.899226304,89220658.32474227,The Gatekeepers,Ami Ayalon|Avraham Shalom|Yaakov Peri|Carmi Gillon|Avi Dichter,Dror Moreh,israel|army|intelligence agency|shin bet,101.0,Documentary,Les Films du Poisson|Cinephil|RTBF|Arte France|NDR,7/9/12,28,6.2,2012
107257,0.137846,30739432.899226304,89220658.32474227,A Perfect Ending,Barbara Niven|Jessica Clark|John Heard|Morgan Fairchild|Rebecca Staab,Nicole Conn,homosexuality|lesbian interest|lgbt|woman director,110.0,Drama,Soul Kiss Films,6/1/12,10,7.0,2012
117369,0.136706,30739432.899226304,89220658.32474227,Arjun: The Warrior Prince,Yuddvir Bakolia|Ila Arun|Aanjjan Srivastav|Sachin Khedekar|Vishnu Sharma,Arnab Chaudhuri,mythology|animation|indian war|arjun,96.0,Adventure|Animation|Action|Foreign,Walt Disney Pictures|UTV Motion Pictures,5/24/12,10,6.6,2012
157305,0.134777,10400.0,89220658.32474227,Head Over Heels,Nigel Anthony|Ruth Rayyah McCaul,Timothy Reckart,marriage,10.0,Family|Animation|Comedy|Romance,National Film and Television School (NFTS),5/24/12,10,6.6,2012
115210,0.128685,100000.0,95000.0,Stitches,Ross Noble|Tommy Knight|Gemma-Leah Devereux|John McDonnell,Conor McMahon,slapstick|teen angst|slaughter|black comedy|supernatural being,86.0,Horror,BÃ³rd ScannÃ¡n na hÃ‰ireann|Irish Film Board|Fantastic Films|MPI Media Group|Tailored Films,5/19/12,45,5.2,2012
97512,0.12794,30739432.899226304,89220658.32474227,The Courier,Jeffrey Dean Morgan|Josie Ho|Til Schweiger|Miguel Ferrer|Lili Taylor,Hany Abu-Assad,amnesia|new orleans|arrest|revenge|shootout,91.0,Action|Crime,Films In Motion,3/29/12,19,4.9,2012
135579,0.126328,30739432.899226304,89220658.32474227,Dead Before Dawn 3D,Christopher Lloyd|Devon Bostick|Martha MacIsaac|Brandon Jay McLaren|Brittany Allen,April Mullen,woman director,88.0,Adventure|Comedy|Horror,KSM,10/10/12,16,3.9,2012
60270,0.12369,30739432.899226304,89220658.32474227,Wish You Were Here,Joel Edgerton|Teresa Palmer|Felicity Price|Antony Starr|Nicholas Cassim,Kieran Darcy-Smith,holiday|cambodia|tourist|market|pregnant wife,93.0,Drama|Comedy|Thriller|Mystery|Romance,Entertainment One|Hopscotch Films,4/26/12,16,5.2,2012
140405,0.118043,30739432.899226304,89220658.32474227,Coldplay: Live 2012,Chris Martin,Paul Dugdale,concert|live concert|coldplay|mylo xyloto,97.0,Music,EMI Records Ltd.,11/13/12,16,7.5,2012
84907,0.279471,7500000.0,89220658.32474227,Playback,Johnny Pacar|Ambyr Childers|Christian Slater|Alessandra Torresani|Toby Hemingway,Michael A. Nickles,journalism|television|police corruption|stabbing|murder investigation,95.0,Horror|Thriller,Bennett-Robbins Productions,3/9/12,19,3.6,2012
114955,0.115589,30739432.899226304,89220658.32474227,Let It Shine,Tyler James Williams|Coco Jones|Courtney B. Vance|Dawnn Lewis|Alex DÃ©sert,Paul Hoen,hip-hop|musical|rapper|disney channel,90.0,Family|Music|TV Movie,Disney Channel,6/15/12,39,5.7,2012
79940,0.113914,30739432.899226304,89220658.32474227,Tim and Eric's Billion Dollar Movie,Eric Wareheim|Tim Heidecker|John C. Reilly|Zach Galifianakis|Will Ferrell,Eric Wareheim|Tim Heidecker,restaurant|wolf|shopping mall|filmmaker|apostrophe in title,94.0,Comedy,2929 Productions|Gary Sanchez Productions|Funny or Die,3/2/12,19,4.4,2012
141679,0.113808,30739432.899226304,89220658.32474227,Spike Island,Elliott Tittensor|Emilia Clarke|Nico Mirallegro|Adam Long|Oliver Heald,Mat Whitecross,ecstasy|liverpool|cannabis|music business|smoking marijuana,96.0,Comedy|Drama|Music,Head Gear Films|Bankside Films|Fiesta Productions,10/11/12,22,6.8,2012
128216,0.113372,30739432.899226304,89220658.32474227,Stories We Tell,Michael Polley|Harry Gulkin|Susy Buchan|John Buchan|Mark Polley,Sarah Polley,family|woman director,108.0,Documentary,National Film Board of Canada (NFB),10/12/12,48,6.8,2012
116977,0.111351,65000000.0,73706.0,Foodfight!,Charlie Sheen|Wayne Brady|Hilary Duff|Eva Longoria|Christopher Lloyd,Lawrence Kasanoff,supermarket|fight|product placement|computer animation|food,87.0,Animation|Action|Comedy|Family,Threshold Entertainment|Lions Gate Family Entertainment,6/15/12,12,2.2,2012
50497,0.109652,30739432.899226304,89220658.32474227,When the Lights Went Out,Kate Ashfield|Jo Hartley|Martin Compston|Steven Waddington|Craig Parkinson,Pat Holden,haunting|britain,86.0,Thriller|Drama|Horror,Kintop Pictures,1/31/12,23,5.8,2012
